product_url,product_id,product_title,product_rating,nbr_reviews,current_price,old_price,discount_percentage
https://www.etsy.com/fr/listing/1793192581/sac-en-toile-de-jute-nom-floral-pour,1793192581,"Sac en toile de jute nom floral pour cadeau de proposition de demoiselle d'honneur, sac fourre-tout de plage, sac fourre-tout de demoiselle d'honneur, cadeaux d'enterrement de vie de jeune fille, cadeaux d'anniversaire pour elle",4.7584,4400,1.51,4.31,65.0
https://www.etsy.com/fr/listing/4407721060/cabas-personnalise-avec-initiales,4407721060,"Cabas personnalisé avec initiales brodées, sac fourre-tout personnalisé en velours côtelé, sac fourre-tout personnalisé avec nom, cadeaux de Noël personnalisés, fourre-tout en velours côtelé",4.7516,7900,3.8,12.67,70.0
https://www.etsy.com/fr/listing/4373362161/sac-fourre-tout-chat-mignon-sac-en-toile,4373362161,"Sac fourre-tout chat mignon, sac en toile minimaliste, cadeau chaton drôle, fourre-tout pour amoureux des chats, cadeau pour maman d'animal de compagnie, sac écologique réutilisable, impression de chat noir, cadeau pour elle",4.7933,209,4.31,8.61,50.0
https://www.etsy.com/fr/listing/4409630241/sac-fourre-tout-personnalise-en-velours,4409630241,Sac fourre-tout personnalisé en velours côtelé brodé - Cadeau de demoiselle d'honneur personnalisé avec fermeture éclair - Cadeaux de Noël Sac de voyage monogramme HC251103,4.8338,2800,10.68,21.36,50.0
https://www.etsy.com/fr/listing/1482374993/joli-sac-fourre-tout-retro-en-velours,1482374993,"Joli sac fourre-tout rétro en velours côtelé avec bandoulière réglable, fermeture éclair et poche intérieure | Plusieurs couleurs | Cadeau pour elle ou pour lui : fourre-tout indispensable au quotidien",4.954,6400,21.57,30.81,30.0
https://www.etsy.com/fr/listing/1865089577/sac-fourre-tout-vintage-presse-fleurs,1865089577,Sac fourre-tout vintage pressé fleurs sauvages : cadeau floral en toile,4.9697,105,13.52,19.31,30.0
https://www.etsy.com/fr/listing/1888549501/sac-fourre-tout-personnalise-sac-fourre,1888549501,"Sac fourre-tout personnalisé, sac fourre-tout avec nom, sac fourre-tout personnalisé avec ruban, sac fourre-tout en toile, sac fourre-tout personnalisé brodé avec initiales, cadeau de célibataire",4.7427,3100,1.15,1.92,40.0
https://www.etsy.com/fr/listing/4343730337/sac-cadeau-personnalise-de-demoiselle,4343730337,"Sac cadeau personnalisé de demoiselle d'honneur, sac fourre-tout en toile avec nom personnalisé pour mariage, cadeaux d'enterrement de vie de jeune fille, sac de voyage et de plage, cadeau de remerciement, cadeau d'anniversaire",4.907,1100,7.14,16.99,58.0
https://www.etsy.com/fr/listing/1587005070/sac-fourre-tout-colore-en-forme-de-chat,1587005070,"Sac fourre-tout coloré en forme de chat, sac à bandoulière fantaisiste en toile à imprimé floral, cadeau réutilisable pour les amoureux des chats, shopping artistique, sac à main de plage",4.7375,108,20.18,26.91,25.0
https://www.etsy.com/fr/listing/4304033256/sac-fourre-tout-floral-fleurs-sauvages,4304033256,"Sac fourre-tout floral fleurs sauvages - Sac de marché en toile réutilisable, cadeau jardin botanique pour les amoureux de la nature, fourre-tout de printemps esthétique Cottagecore",4.7933,209,4.31,8.61,50.0
https://www.etsy.com/fr/listing/4412238058/vintage-multi-poches-en-velours-cotele-a,4412238058,"vintage multi-poches en velours côtelé à bandoulière et nom personnalisable brodé, grand sac à main quotidien, sac à main décontracté, cadeau de Noël",5.0,5,34.32,57.19,40.0
https://www.etsy.com/fr/listing/1823947119/sac-fourre-tout-personnalise-cadeau,1823947119,"Sac fourre-tout personnalisé, cadeau fleur de naissance, cadeau d'anniversaire pour elle, sacs fourre-tout en toile, sac réutilisable, sac shopping en toile, cadeau pour elle",4.7933,209,4.31,8.61,50.0
https://www.etsy.com/fr/listing/4312495855/custom-canvas-tote-bags-personalized,4312495855,"Custom Canvas Tote Bags, Personalized Logo, Multi-Color Pack",4.875,32,0.54,1.08,50.0
